Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE7579	"GAR22: A novel target gene of thyroid hormone receptor causes growth inhibition in human erythroid cells"	"Expression profiling by array"	"Homo sapiens"	13		"CEL;CHP;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7579/suppl"	19375645		"Martin Zenke"	"Jul 31, 2008"
GSE8928	"Regulation of mRNA expression of monocytic cells by stimulation with pro- abd anti-inflammatory eicosanoids"	"Expression profiling by array"	"Homo sapiens"	5		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8928/suppl"	15869882		"Hartmut Kühn"	"Jul 31, 2008"
GSE10232	"CTDG in PMA-activated Jurkat cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10232/suppl"	18773076		"Andrew P. Rice"	"Jul 31, 2008"
GSE10233	"CTDG in PMA-activated MM6 cells "	"Expression profiling by array"	"Homo sapiens"	6		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10233/suppl"	18773076		"Andrew P. Rice"	"Jul 31, 2008"
GSE10234	"CTDG in LPS-activated MM6 cells "	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10234/suppl"	18773076		"Andrew P. Rice"	"Jul 31, 2008"
GSE10737	"CTDG in non-activated Jurkat cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10737/suppl"	18773076		"Andrew P. Rice"	"Jul 31, 2008"
GSE10738	"CTDG in non-activated MM6 cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10738/suppl"	18773076		"Andrew P. Rice"	"Jul 31, 2008"
GSE10739	"LPS and PMA response in parental MM6 cells"	"Expression profiling by array"	"Homo sapiens"	7		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10739/suppl"	18773076		"Andrew P. Rice"	"Jul 31, 2008"
GSE11089	"Gene expression profile of keratinocyte stem cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11089/suppl"	18667080		"Maja Matic"	"Jul 31, 2008"
GSE11462	"Transcriptional response of MM6 cells to cyclin T1"	"Expression profiling by array"	"Homo sapiens"	29		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11462/suppl"	18773076		"Andrew P. Rice"	"Jul 31, 2008"
GSE11968	"Analysis of HeLa cells after transfection with miR-1, miR-124 and miR-181."	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11968/suppl"	18668037		"Whitehead Institute"	"Jul 31, 2008"
GSE12278	"MYC stimulates EZH2 expression by repression of its negative regulator miR-26a"	"Expression profiling by array"	"Homo sapiens"	6		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12278/suppl"	18713946		"Lars Bullinger"	"Jul 31, 2008"
GSE12075	"The impact of microRNAs on protein output"	"Expression profiling by array;Expression profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	24		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12075/suppl"	18668037		"Whitehead Institute"	"Jul 30, 2008"
GSE12172	"Common activation of RAS_MAPK pathway in serous LMP tumours"	"Expression profiling by array"	"Homo sapiens"	90		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12172/suppl"	19010816		"Prof David Bowtell PhD."	"Jul 30, 2008"
GSE12211	"Gene expression of CML CD34+ cells during Imatinib therapy"	"Expression profiling by array"	"Homo sapiens"	12	GDS3518	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12211/suppl"	19052557		"Daniela Bruennert"	"Jul 30, 2008"
GSE9593	"Cellular Aging of Mesenchymal Stem Cells"	"Expression profiling by array"	"Homo sapiens"	13		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9593/suppl"	18493317;19513108		"Wolfgang Wagner"	"Jul 29, 2008"
GSE9664	"Cellular Aging of Mesenchymal Stem Cells (miRNA)"	"Non-coding RNA profiling by array"	"Homo sapiens"	14		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9664/suppl"	18493317		"Wolfgang Wagner"	"Jul 29, 2008"
GSE12215	"Identification of transformation-related pathways in a breast epithelial cell model using a ribonomics approach."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12215/suppl"	18829526		"Kevin G Becker"	"Jul 29, 2008"
GSE12234	"Transcriptome Study of CD34+ hematopoietic progenitor from patients reached of Primary Myelofibrosis "	"Expression profiling by array"	"Homo sapiens"	16				21487043		"christophe desterke"	"Jul 29, 2008"
GSE12264	"Gene Expression Profile of Osteogenic Cells Derived from Human Bone Marrow and Trabecular Bone I"	"Expression profiling by array"	"Homo sapiens"	15		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12264/suppl"	19686055		"Lourdes Osaba"	"Jul 29, 2008"
GSE12265	"Gene Expression Profile of Osteogenic Cells Derived from Human Bone Marrow and Trabecular Bone II"	"Expression profiling by array"	"Homo sapiens"	19		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12265/suppl"	19686055		"Lourdes Osaba"	"Jul 29, 2008"
GSE12266	"Gene Expression Profile of Osteogenic Cells Derived from Human Bone Marrow and Trabecular Bone III"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12266/suppl"	19686055		"Lourdes Osaba"	"Jul 29, 2008"
GSE12267	"Gene Expression Profile of Osteogenic Cells Derived from Human Bone Marrow and Trabecular Bone"	"Expression profiling by array"	"Homo sapiens"	50		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12267/suppl"	19686055		"Lourdes Osaba"	"Jul 29, 2008"
GSE10359	"p53 status and AAI gene expression response"	"Expression profiling by array"	"Homo sapiens"	36		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10359/suppl"	18639569		"Ian Giddings"	"Jul 28, 2008"
GSE12208	"Experimental analysis of oligonucleotide microarray design criteria to detect deletions by CGH"	"Genome variation profiling by genome tiling array"	"Caenorhabditis elegans;Homo sapiens"	3		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12208/suppl"	18940006		"Stephane Flibotte"	"Jul 26, 2008"
GSE12245	"Similarity of Gene Expression Patterns in Human Alveolar Macrophages in Response to P. aeruginosa and B. cepacia"	"Expression profiling by array"	"Homo sapiens"	28		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12245/suppl"	16041053		"Yael Strulovici-Barel"	"Jul 26, 2008"
GSE11228	"Human dermal lymphatic endothelial cells stimulated with VEGF-A or VEGF-C for 1h, 4h, 8h and 24h"	"Expression profiling by array"	"Homo sapiens"	27		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11228/suppl"	18614759		"Jay Woo Shin"	"Jul 25, 2008"
GSE11957	"Genetic Structure of Duplicated Sequences Revealed by Genotyping Single Sperm"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	249		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11957/suppl"			"Minjie Luo"	"Jul 25, 2008"
GSE12213	"Human cholangiocarcinoma cells treated with Clonorchis sinensis excretory-secretory products."	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12213/suppl"	19039603		"Dong-Wook Kim"	"Jul 24, 2008"
GSE5364	"A Precisely Regulated Gene Expression Cassette Potently Modulates Metastasis and Survival in Multiple Solid Cancers"	"Expression profiling by array"	"Homo sapiens"	341				18636107		"Kun Yu"	"Jul 23, 2008"
GSE7117	"Hepatic gene expression  after a hypocaloric, low-fat diet in obese women and controls"	"Expression profiling by array"	"Homo sapiens"	8	GDS3423	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7117/suppl"	18804985		"Mirella Hietaniemi"	"Jul 23, 2008"
GSE7422	"Clinical validation of a customized multiple signature microarray for breast cancer"	"Expression profiling by array"	"Homo sapiens"	99		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7422/suppl"	18223220		"Kun Yu"	"Jul 23, 2008"
GSE8569	"Gene expression and lung tumors: screening for markers that discriminate tumor histology and genetic background."	"Expression profiling by array"	"Homo sapiens"	75		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8569/suppl"	17992665		"Barbara Angulo"	"Jul 22, 2008"
GSE8777	"Genetic alteration in recurrent melanoma"	"Genome variation profiling by array"	"Homo sapiens"	16		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8777/suppl"	18172304		"Francesco Maria Marincola"	"Jul 22, 2008"
GSE8778	"Genetic alteration in recurrent melanoma - part 2"	"Expression profiling by array"	"Homo sapiens"	23		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8778/suppl"	18172304		"Francesco Maria Marincola"	"Jul 22, 2008"
GSE9869	"Gene expression changes associated with the anti-angiogenic effect of KLK3 (PSA) on HUVECs"	"Expression profiling by array"	"Homo sapiens"	3				18627292		"Hannu Koistinen"	"Jul 22, 2008"
GSE12199	"Expression data from breast cancer cell lines (MCF-7 and MDA-MB-231)"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12199/suppl"	19439076		"Jian Li"	"Jul 22, 2008"
GSE6413	"Profiling protease and protease inhibitor gene expression in tumors and their microenvironment"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	64		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6413/suppl"	17510311		"Kami Moin"	"Jul 21, 2008"
GSE12096	"A methodology for the estimation of DNA methylation levels based on microarray derived MeDIP-enrichment"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	8		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12096/suppl"	18765822		"Annette Molinaro"	"Jul 21, 2008"
GSE12164	"Amiodarone effects on cultured human thyroid follicles"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12164/suppl"	18020914		"Kanji Sato"	"Jul 19, 2008"
GSE12171	"RIP-Chip analysis of Musashi (Msi1)"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12171/suppl"	19258308		"Luiz Penalva"	"Jul 19, 2008"
GSE11152	"Genomic profiling identifies GATA6 as a candidate oncogene amplified in pancreatobiliary cancer"	"Expression profiling by array"	"Homo sapiens"	34				18535672		"Kevin Kwei"	"Jul 18, 2008"
GSE11971	"Skeletal muscles of untreated children with juvenile dermatomyositis"	"Expression profiling by array"	"Homo sapiens"	23	GDS3417	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11971/suppl"	18671865		"Yi-Wen Chen"	"Jul 18, 2008"
GSE12064	"BMI-1 promotes Ewing sarcoma tumorigenicity independent of CDKN2a-repression"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12064/suppl"	18701473		"Elizabeth R Lawlor"	"Jul 18, 2008"
GSE12119	"Human Embryonic Stem Cell Sublines"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	4		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12119/suppl"			"Melodee Patterson"	"Jul 18, 2008"
GSE12122	"Epigenetic mapping and functional analysis in a breast cancer metastasis model using whole genome tiling arrays"	"Methylation profiling by genome tiling array"	"Homo sapiens"	6		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12122/suppl"	18638373		"Ann Chambers"	"Jul 18, 2008"
GSE12154	"Stimulation of type I Interferon system by double-stranded RNA in cultured human thyroid follicles"	"Expression profiling by array"	"Homo sapiens"	1		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12154/suppl"			"Kanji Sato"	"Jul 18, 2008"
GSE11234	"Monkeypox and Vaccinia infection of cultured human cells"	"Expression profiling by array"	"Homo sapiens;Monkeypox virus;Vaccinia virus;Variola virus"	265				18612436		"Kate Rubins"	"Jul 17, 2008"
GSE8798	"Genomic profiling of TP53 and non-TP53 Li-Fraumeni syndrome tumors reveals hits in the p53 and overlapping pathways"	"Genome variation profiling by genome tiling array;Genome variation profiling by SNP array"	"Homo sapiens"	28		"CEL;CHP;GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8798/suppl"			"Ralf Krahe"	"Jul 16, 2008"
GSE10935	"Immune Dysregulation/Tumor-Associated Gene Changes in Recurrent Respiratory Papillomatosis: A Paired Microarray Analysis"	"Expression profiling by array"	"Homo sapiens"	24		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10935/suppl"	18607510		"James Allen DeVoti"	"Jul 16, 2008"
GSE12115	"Induction of 1C Aldoketoreductases and Other Drug Dose-dependent Genes Upon Acquisition of Anthracycline Resistance"	"Expression profiling by array"	"Homo sapiens"	12		"GPR;MEV;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12115/suppl"	19440163		"Baoqing Guo"	"Jul 16, 2008"
GSE9285	"Gene Expression Profiling of Scleroderma Skin"	"Expression profiling by array"	"Homo sapiens"	75		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9285/suppl"	18648520		"Tammara Wood"	"Jul 15, 2008"
GSE12102	"Overcoming resistance to conventional drugs in Ewing’s sarcoma and identification of molecular predictors of outcome."	"Expression profiling by array"	"Homo sapiens"	37		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12102/suppl"	19307502		"Daniel Remondini"	"Jul 15, 2008"
GSE12109	"Th17 cytokines interleukin (IL)-17 and IL-22 modulate distinct inflammatory and keratinocyte-response pathways"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12109/suppl"	18684158		"Mayte Suarez-Farinas"	"Jul 15, 2008"
GSE12110	"Gene expression profiling of overexpression of myocardin"	"Expression profiling by array"	"Homo sapiens"	16						"John van Tuyn"	"Jul 15, 2008"
GSE10266	"Heterogeneous genetic profiles in soft tissue myoepitheliomas"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	5		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10266/suppl"	18604193		"Karolin H Nord"	"Jul 14, 2008"
GSE12086	"Search for recessive retinitis pigmentosa genes using RNA expression analysis in lymphoblasts"	"Expression profiling by array"	"Homo sapiens"	25		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12086/suppl"	18806796		"Dyonne T. Hartong"	"Jul 14, 2008"
GSE11778	"MiR-21 Promotes Glioma Invasion by Targeting MMP Regulators."	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11778/suppl"	18591254		"Galina Gabriely"	"Jul 12, 2008"
GSE12089	"A role for Multidrug Resistance Protein 4 (MRP4; ABCC4) in human Dendritic Cell migration."	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12089/suppl"	18625884		"jean-pierre gillet"	"Jul 12, 2008"
GSE12090	"Gene Expression Profiling Separates Chromophobe Renal Cell Carcinoma from Oncocytoma"	"Expression profiling by array"	"Homo sapiens"	18	GDS3274	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12090/suppl"	17145811		"Piali Mukherjee"	"Jul 12, 2008"
GSE6222	"Genome-wide analysis of gene expression patterns in human liver cancers"	"Expression profiling by array"	"Homo sapiens"	13		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6222/suppl"	18504433		"Ann-Ping Tsou"	"Jul 11, 2008"
GSE7771	"Glycodelin-induced changes in MCF-7 breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	1				18720404		"Hannu Koistinen"	"Jul 11, 2008"
GSE8440	"Expression data from  Congenital disorders of Glycosylation type-1 patients (CDG-I)"	"Expression profiling by array"	"Homo sapiens"	36		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8440/suppl"	21029365		"Thierry Hennet"	"Jul 11, 2008"
GSE11951	"Gene expression variation induced by loss of the CD146 mRNA in MDA-MB-231"	"Expression profiling by array"	"Homo sapiens"	5		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11951/suppl"	19123925		"Pascal FINETTI"	"Jul 11, 2008"
GSE12034	"The transcriptome of human oocytes"	"Expression profiling by array"	"Homo sapiens"	6	GDS3256	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12034/suppl"	16968779;25035411		"Arif Murat Kocabas"	"Jul 09, 2008"
GSE12040	"DNA profiling of serous ovarian and Fallopian tube carcinomas with array CGH and MLPA"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12040/suppl"	17668415		"Marlies Nowee"	"Jul 08, 2008"
GSE8958	"IRF4 and Myeloma"	"Expression profiling by array"	"Homo sapiens"	13		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8958/suppl"	18568025		"Louis M. Staudt"	"Jul 07, 2008"
GSE9067	"Myeloma IRF4 target genes - Agilent"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9067/suppl"	18568025		"Louis M. Staudt"	"Jul 07, 2008"
GSE9367	"IRF4 ChIP-on-chip for Myeloma Cell Lines"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9367/suppl"	18568025		"Louis M. Staudt"	"Jul 07, 2008"
GSE10041	"Genomic Counter-Stress Changes Induced by Mind-Body Practice"	"Expression profiling by array"	"Homo sapiens"	72	GDS3416	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10041/suppl"	18596974		"Towia A Libermann"	"Jul 05, 2008"
GSE8987	"Expression data from buccal and nasal epithelium of current and never smokers"	"Expression profiling by array"	"Homo sapiens"	25	GDS3054;GDS3309	"CEL;CHP;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8987/suppl"	18513428		"Sriram Sridhar"	"Jul 03, 2008"
GSE11892	"A Global View of Gene Activity and Alternative Splicing by Deep Sequencing of the Human Transcriptome"	"Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11892/suppl"	18599741;20150413	SRP000714	"Marc Sultan"	"Jul 03, 2008"
GSE11967	"Identifying alternative hyper-splicing signatures in MG-thymoma by exon arrays"	"Expression profiling by array"	"Homo sapiens"	8		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11967/suppl"	18545673		"Lilach Soreq"	"Jul 03, 2008"
GSE7055	"Expression of microRNAs and Protein-coding Genes Associated with Perineural Invasion in Prostate Cancer"	"Expression profiling by array;Non-coding RNA profiling by array;Expression profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	114		"CEL;GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7055/suppl"	18459106		"Robert Scott Hudson"	"Jul 01, 2008"
GSE8361	"Juvenile idiopathic arthritis: peripheral blood cells"	"Expression profiling by array"	"Homo sapiens"	65		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8361/suppl"	18388159		"Norihiro Nishimoto"	"Jul 01, 2008"
GSE8525	"Genotypic and gene expression studies in Congenital Melanocytic Nevi: insight into initial step of tumoral melanogenesis"	"Expression profiling by array"	"Homo sapiens"	12		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8525/suppl"	18633438		"Frederick Libert"	"Jul 01, 2008"
GSE8917	"Development of gene expression signatures for practical radiation biodosimetry"	"Expression profiling by array"	"Homo sapiens"	50		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8917/suppl"	18572087		"Sally Amundson"	"Jul 01, 2008"
GSE9182	"Expression data from overexpression and knockdown of HOXC6 in LNCaP cells"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9182/suppl"			"Colleen D McCabe"	"Jul 01, 2008"
GSE9327	"Microarray expression of B-cell Non-Hodgkins Lymphoma cases"	"Expression profiling by array"	"Homo sapiens"	200		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9327/suppl"	18032706		"Mohit Aggarwal"	"Jul 01, 2008"
GSE9666	"Prostate cancer fiber model"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9666/suppl"			"Gang Wang"	"Jul 01, 2008"
GSE9928	"Analysis of AML/MDS patients with 11q/MLL amplification"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	12		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9928/suppl"	19306356		"Reinhard Ullmann"	"Jul 01, 2008"
