Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE10220	"Gene expression profiling of human monocytes and monocyte-derived-macrophages"	"Expression profiling by array"	"Homo sapiens"	96	GDS3553	"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10220/suppl"	18578872		"Francois Cambien"	"Aug 31, 2008"
GSE11815	"Benign Copy Number Changes in Clinical Cytogenetic Diagnostics by Array CGH"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11815/suppl"	19287143		"Peter Tsang"	"Aug 31, 2008"
GSE12445	"Expression data from melanoma cell lines 224 and BL transfected with siRNA-NRASQ61R"	"Expression profiling by array"	"Homo sapiens"	51	GDS3517	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12445/suppl"	18814281		"Fei Huang"	"Aug 31, 2008"
GSE12056	"Expression Profile of CREB knockdown in Myeloid Leukemia Cells"	"Expression profiling by array"	"Homo sapiens"	20	GDS3487	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12056/suppl"	18801183		"matteo pellegrini"	"Aug 30, 2008"
GSE12627	"Non-supervised hierarchical clustering of gene expression data"	"Expression profiling by array"	"Homo sapiens"	52		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12627/suppl"	19293190		"yuanyuan zha"	"Aug 30, 2008"
GSE9690	"SAOS-2 cells, RBP2 knockdown or pRB overexpression"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9690/suppl"	18722178		"Elizaveta V Benevolenskaya"	"Aug 29, 2008"
GSE10560	"U937 cells: differentiating vs. undifferentiated"	"Expression profiling by array"	"Homo sapiens"	6		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10560/suppl"	18722178		"Elizaveta V Benevolenskaya"	"Aug 29, 2008"
GSE10635	"H3K4me3 location in U937 cells"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	1		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10635/suppl"	18722178		"Elizaveta V Benevolenskaya"	"Aug 29, 2008"
GSE10636	"RBP2 location analysis"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	4		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10636/suppl"	18722178		"Elizaveta V Benevolenskaya"	"Aug 29, 2008"
GSE12071	"Gene expression variation to predict 10-year survival in lymph-node-negative breast cancer"	"Expression profiling by array"	"Homo sapiens"	46		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12071/suppl"	18778486		"Elin Karlsson"	"Aug 29, 2008"
GSE12523	"Ovarian cancer cell line study"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	31		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12523/suppl"			"Ken Choi"	"Aug 29, 2008"
GSE12615	"Ovarian Cancer Cell Lines pre-microRNA Transfection"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12615/suppl"	18560586		"Kevin G Becker"	"Aug 29, 2008"
GSE12589	"CMV infection induces a rapid and sustained change in the expression of Natural Killer Cell Receptors on CD8+ T Cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12589/suppl"	18354177		"Amber van Stijn"	"Aug 28, 2008"
GSE11072	"Global analysis of metastasis-associated gene expression in the primary cultures from clinical specimens of ccRCC"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11072/suppl"	18546293		"Guangwen Cao"	"Aug 27, 2008"
GSE12514	"Sessile serrated adenomas and conventional adenomas of the colon"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12514/suppl"	19172291		"maria caruso"	"Aug 27, 2008"
GSE12045	"Expression profiles and ChIP on chip genomewide experiments with dl1500 virus (expressing WT small e1a)."	"Expression profiling by array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	19		"TSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12045/suppl"	18719284		"Siavash K Kurdistani"	"Aug 26, 2008"
GSE12046	"Expression profiles and ChIP on chip genomewide experiments with R2G mutant virus "	"Expression profiling by array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	6		"TSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12046/suppl"	18719284		"Siavash K Kurdistani"	"Aug 26, 2008"
GSE12047	"Expression profiles and ChIP on chip genomewide experiments with deltaCR2 mutant virus "	"Expression profiling by array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	5		"TSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12047/suppl"	18719284		"Siavash K Kurdistani"	"Aug 26, 2008"
GSE12533	"Activity of the Bacillus anthracis 20 kDa protective antigen component"	"Expression profiling by array"	"Homo sapiens"	14		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12533/suppl"	18808698		"Rasha Hammamieh"	"Aug 26, 2008"
GSE12543	"Profiles and ChIP on chip experiments with dl1500 virus (expressing WT small e1a), R2G and deltaCR2 mutant viruses"	"Expression profiling by array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	30		"TSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12543/suppl"	18719284		"Siavash K Kurdistani"	"Aug 26, 2008"
GSE9710	"Telomerase inhibitor TMPyP4 induced widespread gene expression "	"Expression profiling by array"	"Homo sapiens"	8		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9710/suppl"	19211664		"Anjali Verma"	"Aug 25, 2008"
GSE11266	"Cross-talk between Estrogen Receptor-related Receptor alpha (ERRalpha) and Estrogen Receptor (ERalpha) pathways."	"Expression profiling by array"	"Homo sapiens"	23		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11266/suppl"	18974123		"Dmitri A Kazmin"	"Aug 25, 2008"
GSE11508	"Regulatory networks define phenotypic classes of human stem cell lines"	"Expression profiling by array"	"Homo sapiens"	219		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11508/suppl"	18724358		"Franz-Josef Mueller"	"Aug 25, 2008"
GSE12510	"Transcriptonal profile of cord lining epithelial cells after phage integrase mediated integration"	"Expression profiling by array"	"Homo sapiens"	2		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12510/suppl"			"Jaichandran Sivalingam"	"Aug 23, 2008"
GSE12531	"Global gene expression analysis of undifferentiated H1 hESC, and hEB cells differentiated with SF BVF2H conditions"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12531/suppl"	18728246		"Wayne Yu"	"Aug 23, 2008"
GSE11954	"Expression analysis of growing and senescent activated hepatic stellate cells"	"Expression profiling by array"	"Homo sapiens"	4	GDS3492	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11954/suppl"	18724938		"Valery Krizhanovsky"	"Aug 22, 2008"
GSE12417	"Prognostic gene signature for normal karyotype AML"	"Expression profiling by array"	"Homo sapiens"	405	GDS3308;GDS3312;GDS3329	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12417/suppl"	18716133		"Klaus H Metzeler"	"Aug 22, 2008"
GSE11237	"Celecoxib pre-treatment in human colorectal adenocarcinoma patients."	"Expression profiling by array"	"Homo sapiens"	23	GDS3384	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11237/suppl"	18653328		"James Todd Auman"	"Aug 21, 2008"
GSE11417	"Chromosome copy number and LOH analysis of colorectal carcinoma specimens"	"Genome variation profiling by SNP array"	"Homo sapiens"	188		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11417/suppl"	18564138		"Hiroyuki Mano"	"Aug 21, 2008"
GSE11791	"Estrogen- and Myc-regulated genes in MCF-7 breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	15		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11791/suppl"	18714337		"Liz Musgrove"	"Aug 21, 2008"
GSE12446	"Endometrium of hormone-treated postmenopausal women"	"Expression profiling by array"	"Homo sapiens"	31	GDS3313	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12446/suppl"	17226044		"Leen J Blok"	"Aug 21, 2008"
GSE12471	"SE2Fs Mediate A Fundamental Cell Cycle Deregulation in High-Grade Serous Ovarian Carcinomas"	"Expression profiling by array"	"Homo sapiens"	39		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12471/suppl"	18991331;16087957		"Jan Oosting"	"Aug 21, 2008"
GSE5716	"Gene expression analysis of T-ALL cell lines treated with gamma-secretase inhibitor"	"Expression profiling by array"	"Homo sapiens"	40		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5716/suppl"	17873882		"Adolfo A Ferrando"	"Aug 20, 2008"
GSE8837	"Transcriptional regulation by the novel Rho GTPase RhoBTB2."	"Expression profiling by array"	"Homo sapiens"	10		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8837/suppl"	18762809		"Harry Mellor"	"Aug 20, 2008"
GSE8866	"The undifferentiated phenotype in neuroblastoma depends on Cyclin D1 and CDK4 activity"	"Expression profiling by array"	"Homo sapiens"	13		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8866/suppl"	18413728		"Rogier Versteeg"	"Aug 20, 2008"
GSE12058	"Expression signatures of human HeLa cells with RNAi targetting A1 hnRNP, FUS, H hnRNP and p68-DDX5"	"Expression profiling by array"	"Homo sapiens"	9		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12058/suppl"	18698352		"Lauro Sumoy"	"Aug 20, 2008"
GSE12176	"microRNA  expression profile of activated versus non activated primary B cells"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	10		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12176/suppl"	18762567		"Almudena R. Ramiro"	"Aug 20, 2008"
GSE12186	"microRNA  expression profile of activated primary B cells and miR181b overexpressing primary B cells"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	13		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12186/suppl"	18762567		"Almudena R. Ramiro"	"Aug 20, 2008"
GSE12484	"Periodontitis is associated with a type-1 interferon signature in peripheral blood neutrophils"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12484/suppl"	18832737		"Helen Joan Wright"	"Aug 20, 2008"
GSE11806	"miRNA Microarray Profiling of Nine Different Normal Human Tissues"	"Non-coding RNA profiling by array"	"Homo sapiens"	43		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11806/suppl"	18783629		"Robert Ach"	"Aug 19, 2008"
GSE11840	"miRNA Microarray Profiling with Three Different Total RNA Prep Methods"	"Non-coding RNA profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11840/suppl"	18783629		"Robert Ach"	"Aug 19, 2008"
GSE11872	"Chromosomes 6 and 18 Induce Neoplastic Suppression in Epithelial Ovarian Cancer Cells"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11872/suppl"			"Ken Choi"	"Aug 19, 2008"
GSE11879	"miRNA Microarray Profiling: multiple tissues and cell lines"	"Non-coding RNA profiling by array"	"Homo sapiens"	85		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11879/suppl"	18783629		"Robert Ach"	"Aug 19, 2008"
GSE12422	"O-glycan inhibitors generate aryl-glycans, induce apoptosis, and inhibit growth in colorectal cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12422/suppl"	19122213		"Andreas Klein"	"Aug 18, 2008"
GSE11155	"Genomic alterations indicate tumor origin and varied metastatic potential of disseminated cells from prostate cancer"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	89		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11155/suppl"	18632612		"Ilona N Holcomb"	"Aug 17, 2008"
GSE12452	"mRNA expression profiling of nasopharyngeal carcinoma"	"Expression profiling by array"	"Homo sapiens"	41	GDS3341	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12452/suppl"	17119049;16912175;22880099		"Paul Ahlquist"	"Aug 16, 2008"
GSE11078	"A six-gene signature predicting breast cancer lung metastasis"	"Expression profiling by array"	"Homo sapiens"	23				18676831		"clairac geraldine"	"Aug 15, 2008"
GSE11595	"Correlation of Survival with Gene Expression in Oesophageal Cancer"	"Expression profiling by array"	"Homo sapiens"	35		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11595/suppl"	21609936		"Ian Giddings"	"Aug 15, 2008"
GSE11863	"Differential expression of 24,426 human alternative splicing events and predicted cis-regulation in 48 tissues"	"Expression profiling by array"	"Homo sapiens"	813				18978788;18794351		"Amit V Kulkarni"	"Aug 15, 2008"
GSE12431	"RNA exosome depletion reveals ubiquitous transcriptional activity upstream of active human promoters"	"Expression profiling by genome tiling array"	"Homo sapiens"	1		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12431/suppl"	19056938		"Pascal Preker"	"Aug 15, 2008"
GSE8271	"Chromophobe and Oncocytoma Renal Cell Carcinomas: gene expression and SNP analysis"	"Expression profiling by array;Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	34		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8271/suppl"	18773095		"Karl Dykema"	"Aug 13, 2008"
GSE12108	"Microarray analysis of human monocytes infected with Francisella tularensis"	"Expression profiling by array"	"Homo sapiens"	14	GDS3298	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12108/suppl"	18698339		"Jonathan P Butchar"	"Aug 13, 2008"
GSE12011	"Regulation of human endothelial gene expression by miR-126"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12011/suppl"	18694566		"Jason E. Fish"	"Aug 12, 2008"
GSE12039	"Regulation of endothelial gene expression by miR-126 in human and zebrafish"	"Expression profiling by array"	"Danio rerio;Homo sapiens"	18		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12039/suppl"	18694566		"Jason E. Fish"	"Aug 12, 2008"
GSE12394	"murine MYC-dependent lymphoma cells: Dox vs. NoDox treatment"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	54		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12394/suppl"	18713946		"Lars Bullinger"	"Aug 12, 2008"
GSE12396	"Vitamin D3/Hoxa10 pathway supports Mafb function during the monocyte differentiation of human CD34++ hematopoietic cells"	"Expression profiling by array"	"Homo sapiens"	2		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12396/suppl"	18832725		"CLAUDIA GEMELLI"	"Aug 12, 2008"
GSE12400	"Analysis of MYC in murine lymphoma cell lines"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	60		"CEL;CHP;GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12400/suppl"	18713946		"Lars Bullinger"	"Aug 12, 2008"
GSE12418	"Stage III serous ovarian adenocarcinomas"	"Expression profiling by array"	"Homo sapiens"	54	GDS3297	"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12418/suppl"	16996261		"Karolina Partheen"	"Aug 12, 2008"
GSE10584	"Comparison of gene expression in erythroblasts with the In(Lu) phenotype with normal erythroblasts."	"Expression profiling by array"	"Homo sapiens"	20		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10584/suppl"	18487511		"Belinda Singleton"	"Aug 11, 2008"
GSE10809	"Global gene expression from SOX7 and SOX17 over-expressing human embryonic stem cells (CA1 and CA2 lines)"	"Expression profiling by array"	"Homo sapiens"	8	GDS3300	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10809/suppl"	18682240		"Cheryle Seguin"	"Aug 11, 2008"
GSE11907	"A Modular Analysis Framework for Blood Genomics Studies: Application to Systemic Lupus Erythematosus "	"Expression profiling by array"	"Homo sapiens"	546		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11907/suppl"	18631455		"Damien Chaussabel"	"Aug 11, 2008"
GSE11908	"Construction of a modular analysis framework for blood Genomics Studies"	"Expression profiling by array"	"Homo sapiens"	471		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11908/suppl"	18631455		"Damien Chaussabel"	"Aug 11, 2008"
GSE11909	"A modular analysis framework for the discovery of biomarkers of Systemic Lupus Erythematosus "	"Expression profiling by array"	"Homo sapiens"	175		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11909/suppl"	18631455		"Damien Chaussabel"	"Aug 11, 2008"
GSE8772	"KINK-1, a novel small-molecule inhibitor of IKKbeta, enhances susceptibility of melanoma cells to antitumoral treatment"	"Expression profiling by array"	"Homo sapiens"	6		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8772/suppl"	18544741		"Margarete Schoen"	"Aug 09, 2008"
GSE12393	"Genome-wide profiling of follicular lymphoma by array comparative genomic hybridization"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	106		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12393/suppl"	18703704		"K-John Cheung"	"Aug 09, 2008"
GSE12353	"Gene expression profiles of human promyelocytic leukemia cell lines exposed to six volatile organic compounds"	"Expression profiling by array"	"Homo sapiens"	27		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12353/suppl"	20359517		"Sailendra Nath Sarma"	"Aug 08, 2008"
GSE8368	"Isolation and transcriptional profiling of embryonic human neural crest cells"	"Expression profiling by SAGE"	"Homo sapiens"	1				18689800		"Heather C Etchevers"	"Aug 07, 2008"
GSE12334	"Frequent switching of Polycomb repressive marks and DNA hypermethylation in the PC3 prostate cancer cell line"	"Methylation profiling by genome tiling array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	17		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12334/suppl"	18753622		"Amos Tanay"	"Aug 07, 2008"
GSE12366	"B cell subsets"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12366/suppl"	19023113		"Dereje D. Jima"	"Aug 07, 2008"
GSE8126	"Genomic profiling of microRNA and messenger RNA reveals deregulated microRNA expression in prostate cancer."	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus"	76		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8126/suppl"	18676839		"Robert Scott Hudson"	"Aug 06, 2008"
GSE8714	"Gene expression after transfection of IGF-II specific siRNAs"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8714/suppl"	18537183		"Xiaolei Yu"	"Aug 06, 2008"
GSE11626	"Expression data from p73 over-expression in H1299 cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11626/suppl"	18678646		"Jennifer Pietenpol"	"Aug 06, 2008"
GSE11672	"Genomic location data for ectopic p73 in H1299 lung carcinoma cells"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	1				18678646		"Jennifer Pietenpol"	"Aug 06, 2008"
GSE11673	"Identification of candidate p73 target genes"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	5		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11673/suppl"	18678646		"Jennifer Pietenpol"	"Aug 06, 2008"
GSE7039	"Molecular prognosis in multiple myeloma"	"Expression profiling by array"	"Homo sapiens"	500		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7039/suppl"	18591550		"Wilfried Gouraud"	"Aug 05, 2008"
GSE8546	"Gene Expression Changes in Myeloma Cells Following Short Term In-vivo Drug Exposure"	"Expression profiling by array"	"Homo sapiens"	229		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8546/suppl"	18676754		"Yiming Zhou"	"Aug 04, 2008"
GSE9648	"Anticancer metabolites discovered by Computational Metabolomics"	"Expression profiling by array"	"Homo sapiens"	2		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9648/suppl"	18559081		"Nathan J. Bowen"	"Aug 04, 2008"
GSE11487	"Global gene transcription analysis of Anaplasma phagocytophilum in tick and human cells using tiling microarrays"	"Expression profiling by genome tiling array"	"Anaplasma phagocytophilum str. HZ;Homo sapiens;Ixodes scapularis"	18		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11487/suppl"	18671858		"Michael Herron"	"Aug 04, 2008"
GSE8699	"Characterization of the gene expression changes associated with melanoma-endothelial cell communication"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8699/suppl"	21324919		"Megan Jean Stine"	"Aug 02, 2008"
GSE8660	"C-terminal diversity within the p53 family accounts for differences in DNA binding and transcriptional activity"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	11		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8660/suppl"	18267967		"Christof Burek"	"Aug 01, 2008"
GSE8823	"Overexpression of the Apoptotic Cell Removal Receptor, MERTK, in Alveolar Macrophages of Cigarette Smokers"	"Expression profiling by array"	"Homo sapiens"	24	GDS3496	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8823/suppl"	18587056		"Yael Strulovici-Barel"	"Aug 01, 2008"
GSE8860	"LNCap cells treated with 3-diol; No_Tmt and 1, 3 and 6hrs after treatment"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8860/suppl"	18923939		"Hsueh-Kung Lin"	"Aug 01, 2008"
GSE8873	"Islet cells CD40L_vs_ islet cells CTRL"	"Expression profiling by array"	"Homo sapiens"	6		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8873/suppl"	18661119		"Ricardo Pastori"	"Aug 01, 2008"
GSE8916	"Gene expression changes with inducible expression of activated ras and ras effector domain mutants"	"Expression profiling by array"	"Homo sapiens"	16		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8916/suppl"			"Kathleen Kelly"	"Aug 01, 2008"
GSE10063	"Effects of tobacco smoke on gene expression and cellular pathways in a cellular model of oral leukoplakia"	"Expression profiling by array"	"Homo sapiens"	60		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10063/suppl"	19138943		"Piali Mukherjee"	"Aug 01, 2008"
GSE10591	"Expression in HepG2 cells with overexpression of TMPRSS6 or its mutant version."	"Expression profiling by array"	"Homo sapiens"	9		"CEL;EXP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10591/suppl"	18451267		"Yu Xia"	"Aug 01, 2008"
GSE10822	"Mesenchymal stem cells from myelodysplastic syndromes are functionally and genomically abnormal"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	13		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10822/suppl"	19151777		"Olga Lopez"	"Aug 01, 2008"
GSE10956	"Gene expression analysis in 13 patients with mitochondrial ATP synthase deficiency (Agilent)"	"Expression profiling by array"	"Homo sapiens"	22		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10956/suppl"	18953340		"Viktor Stranecky"	"Aug 01, 2008"
GSE11001	"Genome-wide expression profiling from formalin-fixed paraffin-embedded breast cancer core biopsies"	"Expression profiling by array"	"Homo sapiens"	30		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11001/suppl"	21339180		"Jan Budczies"	"Aug 01, 2008"
GSE12216	"Gene expression profiling indicates inflammatory pathways involved in IUGR due to placental insufficiency"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12216/suppl"	19372591		"Ruth Hracky Paulssen"	"Aug 01, 2008"
GSE12244	"Iodide Inhibits Vascular Endothelial Growth Factor-A Expression in Cultured Human Thyroid Follicles"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12244/suppl"	16839256		"Kanji Sato"	"Aug 01, 2008"
GSE12306	"Gene expression profiles of the intralobular and interlobular fibroblast populations within the human breast"	"Expression profiling by array"	"Homo sapiens"	8	GDS3439	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12306/suppl"	18710550		"Jodie M Fleming"	"Aug 01, 2008"
GSE4122	"Gene Expression Analysis of Ovarian Samples"	"Expression profiling by array"	"Homo sapiens"	67						"Zahra Bahrani Mostafavi"	"Jul 31, 2008"
